,date,state,positive,negative,death,totalTestResults,hospitalized
9788,20200819,SC,108411.0,775717.0,2360.0,884128.0,7146.0
9789,20200819,SD,10566.0,120481.0,155.0,131047.0,935.0
9790,20200819,TN,137800.0,1791154.0,1452.0,1928954.0,6069.0
9792,20200819,UT,47521.0,563311.0,377.0,753575.0,2832.0
9797,20200819,WI,72134.0,1084163.0,1067.0,1550617.0,5430.0
9799,20200819,WY,3430.0,59664.0,34.0,108805.0,197.0
9801,20200818,AL,110361.0,757898.0,1936.0,863713.0,12958.0
9802,20200818,AR,53487.0,579575.0,619.0,632652.0,3695.0
9804,20200818,AZ,194920.0,909077.0,4529.0,1578782.0,20878.0
9806,20200818,CO,53631.0,590200.0,1899.0,887859.0,6781.0
9807,20200818,CT,51255.0,941476.0,4456.0,992731.0,11015.0
9810,20200818,FL,573811.0,3699108.0,9893.0,5639141.0,35112.0
9813,20200818,HI,5215.0,158984.0,40.0,205271.0,288.0
9815,20200818,ID,27942.0,198927.0,273.0,225018.0,1129.0
9817,20200818,IN,81847.0,846767.0,3165.0,1291302.0,10037.0
9818,20200818,KS,35167.0,319095.0,405.0,354262.0,2034.0
9821,20200818,MA,123588.0,1352979.0,8839.0,1946517.0,12192.0
9822,20200818,MD,101235.0,1066070.0,3650.0,1661701.0,13698.0
9823,20200818,ME,4213.0,210113.0,127.0,214326.0,401.0
9825,20200818,MN,66061.0,937245.0,1767.0,1273397.0,5932.0
9827,20200818,MP,54.0,12866.0,2.0,12920.0,4.0
9828,20200818,MS,73207.0,452177.0,2128.0,525384.0,5025.0
9829,20200818,MT,5846.0,199666.0,84.0,205512.0,339.0
9831,20200818,ND,8765.0,172146.0,132.0,389618.0,469.0
9832,20200818,NE,30563.0,294924.0,362.0,422230.0,1883.0
9833,20200818,NH,7017.0,179890.0,424.0,284757.0,712.0
9834,20200818,NJ,191039.0,2344647.0,15867.0,2535686.0,22259.0
9835,20200818,NM,23579.0,659474.0,723.0,683053.0,2998.0
9839,20200818,OK,49326.0,725674.0,682.0,775000.0,4115.0
9840,20200818,OR,23451.0,467766.0,388.0,746940.0,1913.0
9843,20200818,RI,20692.0,215471.0,1024.0,436191.0,2405.0
9844,20200818,SC,107672.0,770809.0,2343.0,878481.0,7146.0
9845,20200818,SD,10443.0,119570.0,154.0,130013.0,927.0
9846,20200818,TN,135778.0,1758594.0,1426.0,1894372.0,5981.0
9848,20200818,UT,47157.0,559027.0,369.0,746980.0,2804.0
9853,20200818,WI,71424.0,1075397.0,1059.0,1533771.0,5380.0
9855,20200818,WY,3363.0,59078.0,34.0,107397.0,193.0
9857,20200817,AL,109004.0,743919.0,1925.0,848514.0,12958.0
9858,20200817,AR,53077.0,569385.0,603.0,622050.0,3621.0
9860,20200817,AZ,194005.0,904383.0,4506.0,1561050.0,20756.0
9862,20200817,CO,53370.0,586280.0,1896.0,881252.0,6739.0
9863,20200817,CT,51267.0,930701.0,4456.0,981968.0,11015.0
9866,20200817,FL,570024.0,3676782.0,9674.0,5590913.0,34607.0
9869,20200817,HI,5042.0,156906.0,40.0,202025.0,283.0
9871,20200817,ID,27660.0,196827.0,269.0,222668.0,1110.0
9873,20200817,IN,81006.0,833627.0,3135.0,1265033.0,9973.0
9874,20200817,KS,35167.0,319095.0,405.0,354262.0,2034.0
9877,20200817,MA,123413.0,1341501.0,8833.0,1929891.0,12178.0
9878,20200817,MD,100715.0,1056897.0,3641.0,1645642.0,13658.0
9879,20200817,ME,4197.0,208357.0,127.0,212554.0,399.0
9881,20200817,MN,65716.0,934307.0,1758.0,1266561.0,5886.0
9883,20200817,MP,53.0,12867.0,2.0,12920.0,4.0
9884,20200817,MS,72412.0,452177.0,2095.0,524589.0,4989.0
9885,20200817,MT,5792.0,198933.0,82.0,204725.0,330.0
9887,20200817,ND,8632.0,171772.0,130.0,387834.0,461.0
9888,20200817,NE,30372.0,292619.0,361.0,420046.0,1883.0
9889,20200817,NH,7004.0,178967.0,423.0,283133.0,709.0
9890,20200817,NJ,190659.0,2323303.0,15857.0,2513962.0,22218.0
9891,20200817,NM,23500.0,653650.0,718.0,677150.0,2984.0
9895,20200817,OK,48711.0,706619.0,665.0,755330.0,4021.0
9896,20200817,OR,23262.0,465535.0,388.0,743260.0,1863.0
9899,20200817,RI,20572.0,213250.0,1023.0,431005.0,2380.0
9900,20200817,SC,106953.0,766594.0,2288.0,873547.0,6852.0
9901,20200817,SD,10360.0,118933.0,153.0,129293.0,921.0
9902,20200817,TN,134744.0,1736364.0,1387.0,1871108.0,5881.0
9904,20200817,UT,46894.0,555309.0,364.0,741473.0,2782.0
9909,20200817,WI,70715.0,1066040.0,1046.0,1523891.0,5327.0
9911,20200817,WY,3331.0,57567.0,33.0,105819.0,195.0
9913,20200816,AL,108433.0,737991.0,1898.0,842070.0,12607.0
9914,20200816,AR,52665.0,569385.0,599.0,622050.0,3570.0
9916,20200816,AZ,193537.0,898437.0,4506.0,1553885.0,20755.0
9918,20200816,CO,53176.0,581397.0,1896.0,873051.0,6735.0
9919,20200816,CT,50897.0,886793.0,4453.0,937690.0,11015.0
9922,20200816,FL,567375.0,3659212.0,9587.0,5558341.0,34341.0
9925,20200816,HI,4825.0,154474.0,40.0,198185.0,279.0
9927,20200816,ID,27477.0,195745.0,269.0,221406.0,1103.0
9929,20200816,IN,80415.0,826436.0,3133.0,1257312.0,9935.0
9930,20200816,KS,33885.0,309158.0,402.0,343043.0,2020.0
9933,20200816,MA,123200.0,1326768.0,8829.0,1908475.0,12173.0
9934,20200816,MD,100212.0,1042198.0,3639.0,1611241.0,13614.0
9935,20200816,ME,4168.0,206055.0,127.0,210223.0,400.0
9937,20200816,MN,65152.0,928902.0,1752.0,1254208.0,5851.0
9939,20200816,MP,50.0,12252.0,2.0,12302.0,4.0
9940,20200816,MS,72136.0,448010.0,2084.0,520146.0,4916.0
9941,20200816,MT,5750.0,196174.0,82.0,201924.0,326.0
9943,20200816,ND,8573.0,171213.0,129.0,385231.0,459.0
9944,20200816,NE,30241.0,290635.0,361.0,415610.0,1883.0
9945,20200816,NH,6988.0,177941.0,423.0,281010.0,708.0
9946,20200816,NJ,190321.0,2302731.0,15853.0,2493052.0,22206.0
9947,20200816,NM,23408.0,647165.0,714.0,670573.0,2965.0
9951,20200816,OK,48342.0,706619.0,661.0,754961.0,4013.0
9952,20200816,OR,23018.0,461861.0,386.0,737467.0,1863.0
9955,20200816,RI,20514.0,212564.0,1022.0,428977.0,2380.0
9956,20200816,SC,106497.0,761104.0,2269.0,867601.0,6852.0
9957,20200816,SD,10274.0,118500.0,153.0,128774.0,916.0
9958,20200816,TN,133708.0,1723632.0,1366.0,1857340.0,5847.0
9960,20200816,UT,46652.0,552205.0,363.0,736581.0,2771.0
9965,20200816,WI,70246.0,1060533.0,1046.0,1513039.0,5304.0
9967,20200816,WY,3286.0,56809.0,30.0,103592.0,191.0
9969,20200815,AL,107580.0,729437.0,1896.0,832794.0,12607.0
9970,20200815,AR,51992.0,536268.0,600.0,588660.0,3562.0
9972,20200815,AZ,192654.0,884537.0,4492.0,1544331.0,20795.0
9974,20200815,CO,52838.0,573467.0,1896.0,859734.0,6727.0
9975,20200815,CT,50897.0,886793.0,4453.0,937690.0,11015.0
9978,20200815,FL,563628.0,3633088.0,9480.0,5509603.0,34074.0
9981,20200815,HI,4543.0,151723.0,40.0,193806.0,277.0
9983,20200815,ID,27173.0,193839.0,265.0,219224.0,1091.0
9985,20200815,IN,79676.0,817939.0,3128.0,1249665.0,9872.0
9986,20200815,KS,33885.0,309158.0,402.0,343043.0,2020.0
9989,20200815,MA,122897.0,1311604.0,8818.0,1886299.0,12170.0
9990,20200815,MD,99693.0,1027959.0,3636.0,1585670.0,13556.0
9991,20200815,ME,4144.0,203210.0,127.0,207354.0,399.0
9993,20200815,MN,64413.0,920060.0,1745.0,1236918.0,5822.0
9995,20200815,MP,50.0,12252.0,2.0,12302.0,4.0
9996,20200815,MS,71755.0,448010.0,2080.0,519765.0,4916.0
9997,20200815,MT,5659.0,195277.0,82.0,200936.0,324.0
9999,20200815,ND,8430.0,169701.0,125.0,379816.0,457.0
10000,20200815,NE,29988.0,287695.0,361.0,411000.0,1880.0
10001,20200815,NH,6980.0,176397.0,423.0,278912.0,706.0
10002,20200815,NJ,190271.0,2273941.0,15851.0,2464212.0,22197.0
10003,20200815,NM,23302.0,641989.0,711.0,665291.0,2957.0
10007,20200815,OK,47798.0,706619.0,657.0,754417.0,3998.0
10008,20200815,OR,22613.0,450494.0,385.0,719505.0,1863.0
10011,20200815,RI,20439.0,211327.0,1022.0,425315.0,2375.0
10012,20200815,SC,105882.0,754518.0,2260.0,860400.0,6852.0
10013,20200815,SD,10118.0,117331.0,152.0,127449.0,913.0
10014,20200815,TN,131747.0,1698011.0,1345.0,1829758.0,5813.0
10016,20200815,UT,46321.0,548757.0,363.0,731112.0,2760.0
10021,20200815,WI,69547.0,1055119.0,1045.0,1499647.0,5275.0
10023,20200815,WY,3227.0,56809.0,30.0,103253.0,191.0
10025,20200814,AL,106309.0,718675.0,1893.0,820871.0,12456.0
10026,20200814,AR,52392.0,536268.0,587.0,588660.0,3566.0
10028,20200814,AZ,191721.0,875854.0,4423.0,1527959.0,20515.0
10030,20200814,CO,52538.0,567787.0,1888.0,848795.0,6718.0
10031,20200814,CT,50897.0,886793.0,4453.0,937690.0,11015.0
10034,20200814,FL,557337.0,3597280.0,9276.0,5428856.0,33568.0
10037,20200814,HI,4312.0,149305.0,40.0,190131.0,267.0
10039,20200814,ID,26631.0,191590.0,251.0,216473.0,1068.0
10041,20200814,IN,78632.0,807857.0,3113.0,1225095.0,9801.0
10042,20200814,KS,33885.0,309158.0,402.0,343043.0,2020.0
10045,20200814,MA,122531.0,1289001.0,8804.0,1853032.0,12150.0
10046,20200814,MD,98875.0,1011398.0,3631.0,1552070.0,13508.0
10047,20200814,ME,4115.0,200928.0,126.0,205043.0,399.0
10049,20200814,MN,63723.0,909823.0,1739.0,1219816.0,5783.0
10051,20200814,MP,50.0,12252.0,2.0,12302.0,4.0
10052,20200814,MS,70930.0,440112.0,2043.0,511042.0,4873.0
10053,20200814,MT,5541.0,194320.0,81.0,199861.0,319.0
10055,20200814,ND,8307.0,168281.0,125.0,373550.0,455.0
10056,20200814,NE,29660.0,284564.0,360.0,406588.0,1880.0
10057,20200814,NH,6921.0,174695.0,422.0,275503.0,705.0
10058,20200814,NJ,189948.0,2242677.0,15842.0,2432625.0,22161.0
10059,20200814,NM,23160.0,635882.0,703.0,659042.0,2946.0
10063,20200814,OK,46897.0,696345.0,644.0,743242.0,3953.0
10064,20200814,OR,22300.0,444963.0,383.0,712800.0,1853.0
10067,20200814,RI,20335.0,209530.0,1021.0,420733.0,2350.0
10068,20200814,SC,104841.0,746943.0,2204.0,851784.0,6852.0
10069,20200814,SD,10024.0,115990.0,150.0,126014.0,903.0
10070,20200814,TN,130458.0,1681585.0,1326.0,1812043.0,5725.0
10072,20200814,UT,45976.0,544660.0,360.0,724605.0,2744.0
10077,20200814,WI,68681.0,1044613.0,1032.0,1480116.0,5235.0
10079,20200814,WY,3183.0,56809.0,30.0,102852.0,191.0
10081,20200813,AL,105557.0,697005.0,1890.0,798501.0,12456.0
10082,20200813,AR,51766.0,531714.0,582.0,583480.0,3566.0
10084,20200813,AZ,190794.0,867384.0,4383.0,1513889.0,20503.0
10086,20200813,CO,52219.0,561147.0,1882.0,837290.0,6700.0
10087,20200813,CT,50782.0,876553.0,4450.0,927335.0,11015.0
10090,20200813,FL,549340.0,3564981.0,9047.0,5354124.0,32947.0
10093,20200813,HI,4312.0,146275.0,40.0,185482.0,267.0
10095,20200813,ID,26133.0,188480.0,246.0,212898.0,1051.0
10097,20200813,IN,77565.0,800405.0,3105.0,1202347.0,9678.0
10098,20200813,KS,32547.0,302016.0,395.0,334563.0,1975.0
10101,20200813,MA,122319.0,1267661.0,8790.0,1821031.0,12131.0
10102,20200813,MD,98160.0,996934.0,3620.0,1527930.0,13463.0
10103,20200813,ME,4089.0,198195.0,126.0,202284.0,395.0
10105,20200813,MN,62993.0,900103.0,1731.0,1203559.0,5742.0
10107,20200813,MP,49.0,12252.0,2.0,12301.0,4.0
10108,20200813,MS,69986.0,438440.0,2011.0,508426.0,4847.0
10109,20200813,MT,5407.0,192413.0,81.0,197820.0,315.0
10111,20200813,ND,8155.0,166869.0,124.0,368309.0,445.0
10112,20200813,NE,29244.0,280400.0,356.0,401540.0,1880.0
10113,20200813,NH,6921.0,174695.0,422.0,272051.0,705.0
10114,20200813,NJ,189344.0,2217096.0,15832.0,2406440.0,22125.0
10115,20200813,NM,22987.0,627504.0,697.0,650491.0,2928.0
10119,20200813,OK,46103.0,685169.0,638.0,731272.0,3901.0
10120,20200813,OR,22022.0,440520.0,375.0,704277.0,1845.0
10123,20200813,RI,20240.0,208234.0,1019.0,416203.0,2341.0
10124,20200813,SC,103909.0,702119.0,2186.0,806028.0,6482.0
10125,20200813,SD,9897.0,114873.0,148.0,124770.0,896.0
10126,20200813,TN,128511.0,1659210.0,1313.0,1787721.0,5648.0
10128,20200813,UT,45424.0,541000.0,353.0,718393.0,2721.0
10133,20200813,WI,67622.0,1035195.0,1025.0,1459937.0,5170.0
10135,20200813,WY,3119.0,56452.0,30.0,101265.0,189.0
10137,20200812,AL,104786.0,690985.0,1882.0,791786.0,12292.0
10138,20200812,AR,51114.0,522457.0,566.0,572868.0,3472.0
10140,20200812,AZ,189443.0,854785.0,4347.0,1496412.0,19821.0
10142,20200812,CO,51756.0,554034.0,1875.0,825062.0,6685.0
10143,20200812,CT,50706.0,868577.0,4450.0,919283.0,10920.0
10146,20200812,FL,543113.0,3536678.0,8898.0,5289628.0,32349.0
10149,20200812,HI,3958.0,146275.0,38.0,181834.0,260.0
10151,20200812,ID,25595.0,186649.0,246.0,210599.0,1037.0
10153,20200812,IN,76522.0,790472.0,3086.0,1180636.0,9678.0
10154,20200812,KS,32547.0,302016.0,395.0,334563.0,1975.0
10157,20200812,MA,122000.0,1240101.0,8769.0,1781548.0,12109.0
10158,20200812,MD,97384.0,981454.0,3612.0,1498088.0,13348.0
10159,20200812,ME,4070.0,195048.0,126.0,199118.0,394.0
10161,20200812,MN,62303.0,890482.0,1724.0,1188288.0,5711.0
10163,20200812,MP,49.0,12252.0,2.0,12301.0,4.0
10164,20200812,MS,69374.0,438440.0,1989.0,507814.0,4794.0
10165,20200812,MT,5268.0,190768.0,80.0,196036.0,301.0
10167,20200812,ND,7955.0,165049.0,124.0,361551.0,440.0
10168,20200812,NE,29030.0,279432.0,351.0,398463.0,1880.0
10169,20200812,NH,6887.0,173564.0,420.0,267620.0,705.0
10170,20200812,NJ,188635.0,2190078.0,15824.0,2378713.0,22096.0
10171,20200812,NM,22816.0,622007.0,695.0,644823.0,2907.0
10175,20200812,OK,45398.0,676709.0,627.0,722107.0,3842.0
10176,20200812,OR,21774.0,435314.0,368.0,700623.0,1813.0
10179,20200812,RI,20129.0,206004.0,1018.0,412049.0,2336.0
10180,20200812,SC,102974.0,697115.0,2144.0,800089.0,6482.0
10181,20200812,SD,9815.0,113813.0,147.0,123628.0,892.0
10182,20200812,TN,126393.0,1633299.0,1289.0,1759692.0,5554.0
10184,20200812,UT,45090.0,536946.0,351.0,712032.0,2696.0
10189,20200812,WI,66654.0,1023723.0,1018.0,1440290.0,5125.0
10191,20200812,WY,3086.0,56245.0,29.0,98508.0,187.0
10193,20200811,AL,103851.0,679838.0,1847.0,779764.0,12070.0
10194,20200811,AR,50411.0,522457.0,566.0,572868.0,3401.0
10196,20200811,AZ,188737.0,848538.0,4199.0,1478449.0,19292.0
10198,20200811,CO,51441.0,549859.0,1875.0,817422.0,6679.0
10199,20200811,CT,50684.0,860615.0,4444.0,911299.0,10920.0
10202,20200811,FL,535018.0,3506483.0,8685.0,5222659.0,31750.0
10205,20200811,HI,3638.0,142198.0,34.0,179422.0,242.0
10207,20200811,ID,25100.0,183305.0,239.0,206830.0,1006.0
10209,20200811,IN,75862.0,785793.0,3069.0,1160241.0,9599.0
10210,20200811,KS,31730.0,294939.0,387.0,326669.0,1911.0
10213,20200811,MA,121707.0,1224637.0,8751.0,1781520.0,12089.0
10214,20200811,MD,96843.0,970616.0,3604.0,1480073.0,13266.0
10215,20200811,ME,4050.0,188403.0,126.0,192453.0,394.0
10217,20200811,MN,61839.0,884191.0,1707.0,1177935.0,5661.0
10219,20200811,MP,49.0,12252.0,2.0,12301.0,4.0
10220,20200811,MS,68293.0,436111.0,1944.0,504404.0,4738.0
10221,20200811,MT,5104.0,189308.0,77.0,194412.0,276.0
10223,20200811,ND,7868.0,163973.0,122.0,357433.0,430.0
10224,20200811,NE,28696.0,277036.0,348.0,394321.0,1741.0
10225,20200811,NH,6861.0,168538.0,419.0,265028.0,705.0
10226,20200811,NJ,188141.0,2164835.0,15813.0,2352976.0,22052.0
10227,20200811,NM,22643.0,617694.0,693.0,640337.0,2897.0
10231,20200811,OK,44728.0,669507.0,618.0,714235.0,3760.0
10232,20200811,OR,21488.0,429244.0,357.0,695829.0,1798.0
10235,20200811,RI,20053.0,204117.0,1016.0,408074.0,2317.0
10236,20200811,SC,102130.0,694221.0,2098.0,796351.0,6482.0
10237,20200811,SD,9713.0,112696.0,146.0,122409.0,887.0
10238,20200811,TN,124915.0,1615869.0,1271.0,1740784.0,5464.0
10240,20200811,UT,44752.0,533332.0,349.0,706258.0,2677.0
10245,20200811,WI,66123.0,1014277.0,1013.0,1424070.0,5092.0
10247,20200811,WY,3073.0,55779.0,29.0,95475.0,183.0
10249,20200810,AL,103020.0,677547.0,1797.0,776937.0,12070.0
10250,20200810,AR,50028.0,519292.0,555.0,569320.0,3336.0
10252,20200810,AZ,187523.0,840708.0,4154.0,1460286.0,19277.0
10254,20200810,CO,51039.0,546143.0,1863.0,810276.0,6627.0
10255,20200810,CT,50567.0,852390.0,4444.0,902957.0,10920.0
10258,20200810,FL,529256.0,3476896.0,8408.0,5167187.0,31177.0
10261,20200810,HI,3498.0,138598.0,31.0,176980.0,239.0
10263,20200810,ID,24671.0,181805.0,237.0,204928.0,999.0
10265,20200810,IN,74992.0,777119.0,3044.0,1137072.0,9354.0
10266,20200810,KS,31730.0,294939.0,387.0,326669.0,1911.0
10269,20200810,MA,121315.0,1209961.0,8741.0,1778102.0,12062.0
10270,20200810,MD,96258.0,960552.0,3591.0,1462928.0,13247.0
10271,20200810,ME,4049.0,186857.0,125.0,190906.0,393.0
10273,20200810,MN,61516.0,882644.0,1701.0,1172118.0,5606.0
10275,20200810,MP,49.0,12252.0,2.0,12301.0,4.0
10276,20200810,MS,67649.0,426944.0,1912.0,494593.0,4680.0
10277,20200810,MT,5017.0,188388.0,75.0,193405.0,273.0
10279,20200810,ND,7699.0,162126.0,117.0,351979.0,417.0
10280,20200810,NE,28432.0,274203.0,345.0,389822.0,1722.0
10281,20200810,NH,6840.0,167438.0,419.0,262950.0,704.0
10282,20200810,NJ,187650.0,2139015.0,15801.0,2326665.0,21992.0
10283,20200810,NM,22444.0,610553.0,690.0,632997.0,2870.0
10287,20200810,OK,43963.0,650485.0,605.0,694448.0,3625.0
10288,20200810,OR,21272.0,425765.0,356.0,693356.0,1758.0
10291,20200810,RI,19934.0,202413.0,1015.0,403932.0,2311.0
10292,20200810,SC,101159.0,690471.0,2049.0,791630.0,6153.0
10293,20200810,SD,9663.0,111814.0,146.0,121477.0,882.0
10294,20200810,TN,123914.0,1603993.0,1233.0,1727907.0,5339.0
10296,20200810,UT,44390.0,530653.0,345.0,702065.0,2642.0
10301,20200810,WI,65356.0,1001402.0,1005.0,1413538.0,5031.0
10303,20200810,WY,3042.0,54640.0,28.0,92101.0,179.0
10305,20200809,AL,101334.0,661117.0,1768.0,758852.0,11537.0
10306,20200809,AR,49383.0,514448.0,544.0,563831.0,3284.0
10308,20200809,AZ,186923.0,835640.0,4150.0,1452522.0,19268.0
10310,20200809,CO,50660.0,541180.0,1858.0,801739.0,6616.0
10311,20200809,CT,50320.0,814313.0,4441.0,864633.0,10920.0
10314,20200809,FL,525106.0,3452857.0,8315.0,5119253.0,30893.0
10317,20200809,HI,3346.0,138598.0,31.0,174234.0,237.0
10319,20200809,ID,24495.0,180336.0,235.0,203289.0,988.0
10321,20200809,IN,74328.0,766797.0,3041.0,1131749.0,9354.0
10322,20200809,KS,30638.0,285874.0,380.0,316512.0,1875.0
10325,20200809,MA,121040.0,1198899.0,8735.0,1763161.0,12054.0
10326,20200809,MD,95503.0,943842.0,3585.0,1433396.0,13177.0
10327,20200809,ME,4042.0,184944.0,125.0,188986.0,393.0
10329,20200809,MN,60898.0,874075.0,1698.0,1159139.0,5555.0
10331,20200809,MP,48.0,12253.0,2.0,12301.0,4.0
10332,20200809,MS,67173.0,426944.0,1896.0,494117.0,4606.0
10333,20200809,MT,4952.0,184994.0,75.0,189946.0,272.0
10335,20200809,ND,7582.0,161076.0,116.0,347516.0,415.0
10336,20200809,NE,28245.0,271429.0,345.0,385560.0,1715.0
10337,20200809,NH,6831.0,165754.0,419.0,260008.0,701.0
10338,20200809,NJ,187372.0,2117079.0,15797.0,2304451.0,21992.0
10339,20200809,NM,22315.0,605312.0,685.0,627627.0,2851.0
10343,20200809,OK,43566.0,650485.0,603.0,694051.0,3605.0
10344,20200809,OR,21010.0,417057.0,355.0,691038.0,1758.0
10347,20200809,RI,19906.0,201584.0,1015.0,402375.0,2311.0
10348,20200809,SC,100435.0,685549.0,2031.0,785984.0,6153.0
10349,20200809,SD,9605.0,111292.0,146.0,120897.0,876.0
10350,20200809,TN,122712.0,1590408.0,1223.0,1713120.0,5304.0
10352,20200809,UT,44127.0,527717.0,336.0,697654.0,2620.0
10357,20200809,WI,64835.0,993742.0,1005.0,1401171.0,5000.0
10359,20200809,WY,3050.0,53625.0,28.0,89798.0,177.0
10361,20200808,AL,98387.0,651115.0,1735.0,745942.0,11537.0
10362,20200808,AR,48039.0,503484.0,521.0,551523.0,3223.0
10364,20200808,AZ,186107.0,830414.0,4137.0,1443202.0,19244.0
10366,20200808,CO,50324.0,535556.0,1857.0,791022.0,6602.0
10367,20200808,CT,50320.0,814313.0,4441.0,864633.0,10920.0
10370,20200808,FL,518967.0,3419295.0,8238.0,5047703.0,30639.0
10373,20200808,HI,3115.0,136131.0,31.0,171105.0,231.0
10375,20200808,ID,23922.0,179049.0,229.0,201457.0,968.0
10377,20200808,IN,73287.0,755179.0,3036.0,1123961.0,9354.0
10378,20200808,KS,30638.0,285874.0,380.0,316512.0,1875.0
10381,20200808,MA,120711.0,1182033.0,8721.0,1755478.0,12044.0
10382,20200808,MD,94581.0,924942.0,3577.0,1392724.0,13105.0
10383,20200808,ME,4026.0,182375.0,125.0,186401.0,393.0
10385,20200808,MN,60101.0,861296.0,1689.0,1138595.0,5506.0
10387,20200808,MP,48.0,12253.0,2.0,12301.0,4.0
10388,20200808,MS,66646.0,426944.0,1874.0,493590.0,4606.0
10389,20200808,MT,4889.0,183957.0,75.0,188846.0,268.0
10391,20200808,ND,7491.0,159859.0,116.0,342078.0,414.0
10392,20200808,NE,28104.0,269434.0,345.0,382701.0,1704.0
10393,20200808,NH,6818.0,164433.0,419.0,257597.0,700.0
10394,20200808,NJ,187006.0,2068363.0,15792.0,2255369.0,21949.0
10395,20200808,NM,22115.0,598013.0,681.0,620128.0,2838.0
10399,20200808,OK,43080.0,650485.0,603.0,693565.0,3594.0
10400,20200808,OR,20636.0,417057.0,348.0,688480.0,1758.0
10403,20200808,RI,19832.0,200133.0,1015.0,398976.0,2294.0
10404,20200808,SC,99460.0,678615.0,2007.0,778075.0,6153.0
10405,20200808,SD,9477.0,110510.0,146.0,119987.0,871.0
10406,20200808,TN,120585.0,1564901.0,1215.0,1685486.0,5262.0
10408,20200808,UT,43751.0,523627.0,335.0,691597.0,2604.0
10413,20200808,WI,64213.0,986945.0,1003.0,1387228.0,4980.0
10415,20200808,WY,3013.0,53625.0,28.0,89414.0,177.0
10417,20200807,AL,98301.0,651115.0,1735.0,745942.0,11537.0
10418,20200807,AR,48039.0,503484.0,521.0,551523.0,3168.0
10420,20200807,AZ,185053.0,819792.0,4081.0,1428778.0,19241.0
10422,20200807,CO,49893.0,529238.0,1857.0,779670.0,6582.0
10423,20200807,CT,50320.0,814313.0,4441.0,864633.0,10920.0
10426,20200807,FL,510624.0,3378864.0,8051.0,4964316.0,30114.0
10429,20200807,HI,2914.0,132370.0,29.0,168130.0,225.0
10431,20200807,ID,23399.0,175301.0,223.0,197217.0,954.0
10433,20200807,IN,72254.0,744850.0,3023.0,1103047.0,9354.0
10434,20200807,KS,30638.0,285874.0,380.0,316512.0,1875.0
10437,20200807,MA,120291.0,1165764.0,8709.0,1743447.0,12022.0
10438,20200807,MD,93806.0,913018.0,3565.0,1371917.0,13047.0
10439,20200807,ME,4014.0,179708.0,124.0,183722.0,393.0
10441,20200807,MN,59185.0,851086.0,1681.0,1121299.0,5458.0
10443,20200807,MP,47.0,12254.0,2.0,12301.0,4.0
10444,20200807,MS,65436.0,421776.0,1848.0,487212.0,4577.0
10445,20200807,MT,4757.0,182999.0,70.0,187756.0,264.0
10447,20200807,ND,7312.0,158374.0,114.0,336501.0,408.0
10448,20200807,NE,27821.0,266081.0,340.0,378945.0,1688.0
10449,20200807,NH,6742.0,161723.0,419.0,254522.0,699.0
10450,20200807,NJ,186595.0,2068731.0,15783.0,2255326.0,21949.0
10451,20200807,NM,21965.0,590889.0,675.0,612854.0,2819.0
10455,20200807,OK,42255.0,643560.0,600.0,685815.0,3555.0
10456,20200807,OR,20225.0,412037.0,339.0,681991.0,1743.0
10459,20200807,RI,19738.0,198235.0,1014.0,394749.0,2276.0
10460,20200807,SC,98219.0,669742.0,1962.0,767961.0,6153.0
10461,20200807,SD,9371.0,109356.0,144.0,118727.0,866.0
10462,20200807,TN,118782.0,1543250.0,1206.0,1662032.0,5190.0
10464,20200807,UT,43375.0,519364.0,335.0,685120.0,2578.0
10469,20200807,WI,63028.0,974948.0,997.0,1369431.0,4930.0
10471,20200807,WY,3000.0,53625.0,28.0,88959.0,176.0
10473,20200806,AL,96592.0,643192.0,1714.0,736594.0,11313.0
10474,20200806,AR,47028.0,492808.0,515.0,539101.0,3118.0
10476,20200806,AZ,183647.0,812217.0,4002.0,1414087.0,14068.0
10478,20200806,CO,49436.0,521927.0,1852.0,766473.0,6572.0
10479,20200806,CT,50245.0,806853.0,4437.0,857098.0,10920.0
10482,20200806,FL,503083.0,3346974.0,7871.0,4890559.0,29515.0
10485,20200806,HI,2763.0,132146.0,27.0,164727.0,214.0
10487,20200806,ID,22707.0,171886.0,217.0,193154.0,931.0
10489,20200806,IN,71015.0,733330.0,3013.0,1083179.0,9267.0
10490,20200806,KS,29717.0,279001.0,368.0,308718.0,1821.0
10493,20200806,MA,119874.0,1151344.0,8691.0,1721559.0,12007.0
10494,20200806,MD,93005.0,899136.0,3551.0,1343334.0,12978.0
10495,20200806,ME,3997.0,176919.0,124.0,180916.0,390.0
10497,20200806,MN,58640.0,840840.0,1677.0,1105094.0,5421.0
10499,20200806,MP,47.0,12254.0,2.0,12301.0,4.0
10500,20200806,MS,64400.0,418141.0,1825.0,482541.0,4511.0
10501,20200806,MT,4602.0,181213.0,65.0,185815.0,259.0
10503,20200806,ND,7163.0,156542.0,113.0,331004.0,400.0
10504,20200806,NE,27489.0,262692.0,335.0,373143.0,1681.0
10505,20200806,NH,6719.0,160688.0,418.0,251509.0,698.0
10506,20200806,NJ,186192.0,2046544.0,15772.0,2232736.0,21565.0
10507,20200806,NM,21773.0,582609.0,669.0,604382.0,2803.0
10511,20200806,OK,41401.0,633252.0,593.0,674653.0,3497.0
10512,20200806,OR,19979.0,406823.0,338.0,671955.0,1726.0
