,date,state,positive,negative,death,totalTestResults,hospitalized
1,20210209,AL,474666.0,1825185.0,8579.0,2197811.0,43499.0
2,20210209,AR,308848.0,2297201.0,5148.0,2542434.0,14174.0
4,20210209,AZ,787268.0,2834530.0,14286.0,7037126.0,54967.0
6,20210209,CO,407210.0,2076197.0,5746.0,5684631.0,22561.0
7,20210209,CT,264608.0,5839944.0,7298.0,6104552.0,12257.0
10,20210209,FL,1758254.0,8699606.0,28526.0,20010122.0,76001.0
15,20210209,ID,165658.0,480452.0,1776.0,615270.0,6819.0
17,20210209,IN,641874.0,2373511.0,11942.0,7328824.0,41207.0
18,20210209,KS,282960.0,920799.0,4197.0,1203759.0,8749.0
21,20210209,MA,546896.0,4178170.0,15124.0,14420574.0,18402.0
22,20210209,MD,365529.0,2893656.0,7413.0,7274451.0,33288.0
23,20210209,ME,41630.0,1424937.0,639.0,1466567.0,1450.0
25,20210209,MN,469254.0,2874496.0,6308.0,6442513.0,24863.0
27,20210209,MP,133.0,17429.0,2.0,17562.0,4.0
28,20210209,MS,282969.0,1360637.0,6342.0,1643606.0,8902.0
29,20210209,MT,96288.0,903621.0,1315.0,999909.0,4374.0
31,20210209,ND,98175.0,299860.0,1457.0,1364736.0,3814.0
32,20210209,NE,194170.0,743532.0,1978.0,2190059.0,5917.0
33,20210209,NH,68918.0,561401.0,1109.0,1322008.0,1063.0
34,20210209,NJ,728304.0,9183953.0,22103.0,9912257.0,61797.0
35,20210209,NM,178280.0,2270271.0,3430.0,2448551.0,12505.0
39,20210209,OK,406064.0,2903052.0,3870.0,3309116.0,22789.0
43,20210209,RI,119434.0,641128.0,2248.0,2673348.0,8587.0
44,20210209,SC,470311.0,4044411.0,7693.0,4514722.0,18814.0
45,20210209,SD,109405.0,298972.0,1809.0,408377.0,6387.0
46,20210209,TN,747462.0,5865055.0,10631.0,6612517.0,17786.0
48,20210209,UT,356040.0,1467542.0,1748.0,2688842.0,13950.0
52,20210209,WA,323214.0,4464543.0,4451.0,4771837.0,18480.0
53,20210209,WI,602256.0,2541584.0,6663.0,6351878.0,25021.0
55,20210209,WY,52830.0,173985.0,647.0,704836.0,1306.0
57,20210208,AL,473348.0,1820080.0,8523.0,2191851.0,43383.0
58,20210208,AR,307373.0,2290742.0,5106.0,2535155.0,14099.0
60,20210208,AZ,782887.0,2820314.0,14055.0,6993662.0,54713.0
62,20210208,CO,406276.0,2073084.0,5733.0,5672214.0,22329.0
63,20210208,CT,263739.0,5818147.0,7282.0,6081886.0,12257.0
66,20210208,FL,1751343.0,8674916.0,28287.0,19918981.0,75648.0
71,20210208,ID,165209.0,478767.0,1767.0,613210.0,6793.0
73,20210208,IN,640744.0,2370441.0,11875.0,7303220.0,41109.0
74,20210208,KS,282960.0,920799.0,4197.0,1203759.0,8749.0
77,20210208,MA,545303.0,4172254.0,15054.0,14368462.0,18402.0
78,20210208,MD,364553.0,2890239.0,7372.0,7260091.0,33187.0
79,20210208,ME,41419.0,1422112.0,636.0,1463531.0,1445.0
81,20210208,MN,468682.0,2873714.0,6302.0,6433140.0,24780.0
83,20210208,MP,133.0,17429.0,2.0,17562.0,4.0
84,20210208,MS,282313.0,1327630.0,6270.0,1609943.0,8777.0
85,20210208,MT,95914.0,899586.0,1314.0,995500.0,4356.0
87,20210208,ND,98184.0,299198.0,1454.0,1364158.0,3811.0
88,20210208,NE,193826.0,742775.0,1968.0,2183665.0,5901.0
89,20210208,NH,68499.0,560059.0,1106.0,1314658.0,1058.0
90,20210208,NJ,724728.0,8998911.0,22011.0,9723639.0,61597.0
91,20210208,NM,177867.0,2261983.0,3412.0,2439850.0,12445.0
95,20210208,OK,404994.0,2889535.0,3817.0,3294529.0,22774.0
99,20210208,RI,119104.0,675090.0,2236.0,2667850.0,8549.0
100,20210208,SC,468403.0,4026401.0,7690.0,4494804.0,18788.0
101,20210208,SD,109283.0,298513.0,1809.0,407796.0,6377.0
102,20210208,TN,745826.0,5856972.0,10566.0,6602798.0,17695.0
104,20210208,UT,355122.0,1465488.0,1738.0,2683416.0,13889.0
108,20210208,WA,320146.0,4412414.0,4449.0,4716859.0,18283.0
109,20210208,WI,601391.0,2538097.0,6614.0,6335252.0,24919.0
111,20210208,WY,52784.0,173751.0,624.0,704836.0,1306.0
113,20210207,AL,472423.0,1816273.0,8515.0,2187329.0,43005.0
114,20210207,AR,306736.0,2285451.0,5076.0,2529325.0,14066.0
116,20210207,AZ,780637.0,2818265.0,14048.0,6982148.0,54657.0
118,20210207,CO,405289.0,2068091.0,5731.0,5653529.0,22306.0
119,20210207,CT,259372.0,5700100.0,7214.0,5959472.0,12257.0
122,20210207,FL,1745744.0,8652992.0,28161.0,19849863.0,75515.0
127,20210207,ID,165209.0,478767.0,1767.0,613210.0,6793.0
129,20210207,IN,639711.0,2366719.0,11817.0,7285821.0,41034.0
130,20210207,KS,281562.0,915491.0,4101.0,1197053.0,8680.0
133,20210207,MA,543934.0,4166477.0,14999.0,14325516.0,18402.0
134,20210207,MD,363650.0,2885052.0,7349.0,7237247.0,33065.0
135,20210207,ME,41218.0,1397161.0,635.0,1438379.0,1442.0
137,20210207,MN,468118.0,2867356.0,6299.0,6415297.0,24745.0
139,20210207,MP,133.0,17429.0,2.0,17562.0,4.0
140,20210207,MS,281678.0,1327630.0,6269.0,1609308.0,8777.0
141,20210207,MT,95790.0,895351.0,1314.0,991141.0,4353.0
143,20210207,ND,98155.0,299101.0,1451.0,1362842.0,3805.0
144,20210207,NE,193722.0,742409.0,1968.0,2181508.0,5896.0
145,20210207,NH,68379.0,560057.0,1104.0,1314190.0,1056.0
146,20210207,NJ,722167.0,8998911.0,21989.0,9721078.0,61523.0
147,20210207,NM,177556.0,2252771.0,3399.0,2430327.0,12408.0
151,20210207,OK,403954.0,2889535.0,3813.0,3293489.0,22751.0
155,20210207,RI,118893.0,671653.0,2228.0,2662762.0,8468.0
156,20210207,SC,466373.0,3996689.0,7651.0,4463062.0,18756.0
157,20210207,SD,109229.0,298234.0,1809.0,407463.0,6370.0
158,20210207,TN,744600.0,5846226.0,10469.0,6590826.0,17656.0
160,20210207,UT,354608.0,1462545.0,1736.0,2677079.0,13862.0
165,20210207,WI,600782.0,2534922.0,6613.0,6348701.0,24885.0
167,20210207,WY,52627.0,172913.0,624.0,683414.0,1302.0
169,20210206,AL,471311.0,1811811.0,8513.0,2182021.0,43005.0
170,20210206,AR,306064.0,2277271.0,5061.0,2520485.0,14049.0
172,20210206,AZ,779093.0,2801489.0,14011.0,6922180.0,54507.0
174,20210206,CO,404255.0,2062397.0,5721.0,5628286.0,22277.0
175,20210206,CT,259372.0,5700100.0,7214.0,5959472.0,12257.0
178,20210206,FL,1739276.0,8625391.0,28058.0,19759916.0,75363.0
183,20210206,ID,164969.0,477816.0,1758.0,612081.0,6785.0
185,20210206,IN,637987.0,2361086.0,11752.0,7237304.0,40971.0
186,20210206,KS,281562.0,915491.0,4101.0,1197053.0,8680.0
189,20210206,MA,540827.0,4154113.0,14921.0,14212421.0,18402.0
190,20210206,MD,362084.0,2876878.0,7329.0,7188638.0,32863.0
191,20210206,ME,41064.0,1397161.0,634.0,1438225.0,1436.0
193,20210206,MN,467217.0,2859680.0,6289.0,6391756.0,24686.0
195,20210206,MP,133.0,17429.0,2.0,17562.0,4.0
196,20210206,MS,280778.0,1327630.0,6266.0,1608408.0,8777.0
197,20210206,MT,95717.0,893449.0,1312.0,989166.0,4350.0
199,20210206,ND,98106.0,299044.0,1451.0,1361923.0,3801.0
200,20210206,NE,193421.0,741352.0,1968.0,2171505.0,5887.0
201,20210206,NH,68061.0,559261.0,1098.0,1307603.0,1054.0
202,20210206,NJ,717835.0,8998911.0,21964.0,9716746.0,61452.0
203,20210206,NM,177214.0,2241243.0,3386.0,2418457.0,12392.0
207,20210206,OK,401780.0,2889535.0,3761.0,3291315.0,22593.0
211,20210206,RI,118521.0,660648.0,2223.0,2645052.0,8468.0
212,20210206,SC,462981.0,3963281.0,7611.0,4426262.0,18677.0
213,20210206,SD,109132.0,297822.0,1804.0,406954.0,6359.0
214,20210206,TN,742213.0,5820169.0,10463.0,6562382.0,17642.0
216,20210206,UT,353700.0,1458925.0,1733.0,2668996.0,13828.0
221,20210206,WI,600016.0,2531066.0,6611.0,6334264.0,24824.0
223,20210206,WY,52618.0,172913.0,624.0,683414.0,1303.0
225,20210205,AL,469319.0,1781911.0,8449.0,2149684.0,43005.0
226,20210205,AR,304723.0,2265981.0,5050.0,2508232.0,13902.0
228,20210205,AZ,775622.0,2793926.0,13948.0,6889120.0,54309.0
230,20210205,CO,402714.0,2055340.0,5704.0,5594425.0,22258.0
231,20210205,CT,259372.0,5700100.0,7214.0,5959472.0,12257.0
234,20210205,FL,1731931.0,8596715.0,27913.0,19651882.0,75062.0
239,20210205,ID,164565.0,476697.0,1747.0,610636.0,6771.0
241,20210205,IN,635171.0,2353898.0,11686.0,7181084.0,40891.0
242,20210205,KS,281562.0,915491.0,4101.0,1197053.0,8680.0
245,20210205,MA,537208.0,4142263.0,14859.0,14082912.0,18402.0
246,20210205,MD,360584.0,2870127.0,7287.0,7144618.0,32687.0
247,20210205,ME,40799.0,1397161.0,632.0,1437960.0,1431.0
249,20210205,MN,466224.0,2851397.0,6273.0,6360982.0,24617.0
251,20210205,MP,133.0,17429.0,2.0,17562.0,4.0
252,20210205,MS,279742.0,1327630.0,6222.0,1607372.0,8777.0
253,20210205,MT,95458.0,888222.0,1307.0,983680.0,4341.0
255,20210205,ND,98095.0,298603.0,1451.0,1360187.0,3797.0
256,20210205,NE,193069.0,739990.0,1958.0,2158971.0,5873.0
257,20210205,NH,67595.0,557016.0,1091.0,1297471.0,1050.0
258,20210205,NJ,713324.0,8948915.0,21886.0,9662239.0,61333.0
259,20210205,NM,176793.0,2225691.0,3378.0,2402484.0,12381.0
263,20210205,OK,399727.0,2866417.0,3710.0,3266144.0,22453.0
267,20210205,RI,117891.0,634847.0,2212.0,2611257.0,8468.0
268,20210205,SC,459974.0,3931318.0,7553.0,4391292.0,18561.0
269,20210205,SD,108944.0,297174.0,1798.0,406118.0,6346.0
270,20210205,TN,739031.0,5792822.0,10405.0,6531853.0,17564.0
272,20210205,UT,352489.0,1454651.0,1728.0,2658072.0,13755.0
277,20210205,WI,598902.0,2527562.0,6575.0,6304655.0,24734.0
279,20210205,WY,52576.0,172913.0,624.0,683414.0,1302.0
281,20210204,AL,467823.0,1781911.0,8365.0,2149684.0,42811.0
282,20210204,AR,302899.0,2255554.0,5009.0,2496513.0,13902.0
284,20210204,AZ,771796.0,2781628.0,13752.0,6841912.0,54091.0
286,20210204,CO,400851.0,2046519.0,5677.0,5551135.0,22176.0
287,20210204,CT,257941.0,5654383.0,7185.0,5912324.0,12257.0
290,20210204,FL,1720760.0,8551797.0,27698.0,19474886.0,74721.0
295,20210204,ID,164163.0,475265.0,1748.0,608896.0,6749.0
297,20210204,IN,633690.0,2349336.0,11637.0,7150804.0,40774.0
298,20210204,KS,278915.0,907934.0,3895.0,1186849.0,8578.0
301,20210204,MA,533921.0,4129655.0,14784.0,13955444.0,18402.0
302,20210204,MD,359037.0,2862490.0,7251.0,7102358.0,32531.0
303,20210204,ME,40534.0,1389139.0,630.0,1429673.0,1420.0
305,20210204,MN,465176.0,2844268.0,6251.0,6326093.0,24565.0
307,20210204,MP,133.0,17429.0,2.0,17562.0,4.0
308,20210204,MS,278532.0,1327630.0,6182.0,1606162.0,8777.0
309,20210204,MT,95111.0,882079.0,1308.0,977190.0,4327.0
311,20210204,ND,98034.0,298075.0,1447.0,1357082.0,3797.0
312,20210204,NE,192549.0,738071.0,1952.0,2146271.0,5862.0
313,20210204,NH,67117.0,555604.0,1085.0,1287829.0,1048.0
314,20210204,NJ,709096.0,8918709.0,21793.0,9627805.0,61172.0
315,20210204,NM,176211.0,2210648.0,3355.0,2386859.0,12320.0
319,20210204,OK,397065.0,2854439.0,3681.0,3251504.0,22317.0
323,20210204,RI,117291.0,632950.0,2209.0,2589083.0,8412.0
324,20210204,SC,453878.0,3872020.0,7487.0,4325898.0,18462.0
325,20210204,SD,108813.0,296591.0,1788.0,405404.0,6334.0
326,20210204,TN,736370.0,5766795.0,10202.0,6503165.0,17469.0
328,20210204,UT,351273.0,1450594.0,1711.0,2646744.0,13697.0
333,20210204,WI,597475.0,2523102.0,6545.0,6278671.0,24634.0
335,20210204,WY,52468.0,172426.0,624.0,670688.0,1300.0
337,20210203,AL,465056.0,1774101.0,8203.0,2139919.0,42727.0
338,20210203,AR,300430.0,2241378.0,4985.0,2480443.0,13813.0
340,20210203,AZ,767379.0,2770865.0,13576.0,6795188.0,53432.0
342,20210203,CO,399267.0,2038478.0,5664.0,5514198.0,22117.0
343,20210203,CT,257004.0,5625440.0,7157.0,5882444.0,12257.0
346,20210203,FL,1712326.0,8533983.0,27472.0,19406606.0,74383.0
351,20210203,ID,163656.0,473877.0,1741.0,607115.0,6732.0
353,20210203,IN,631331.0,2342287.0,10091.0,7096324.0,40667.0
354,20210203,KS,278915.0,907934.0,3895.0,1186849.0,8578.0
357,20210203,MA,531117.0,4120902.0,14708.0,13874158.0,18402.0
358,20210203,MD,357483.0,2853838.0,7220.0,7066871.0,32406.0
359,20210203,ME,40233.0,1382399.0,627.0,1422632.0,1410.0
361,20210203,MN,463766.0,2832737.0,6234.0,6281780.0,24493.0
363,20210203,MP,133.0,17429.0,2.0,17562.0,4.0
364,20210203,MS,277322.0,1327630.0,6158.0,1604952.0,8777.0
365,20210203,MT,94810.0,875717.0,1303.0,970527.0,4307.0
367,20210203,ND,97936.0,297359.0,1447.0,1351985.0,3794.0
368,20210203,NE,192042.0,736508.0,1931.0,2132924.0,5844.0
369,20210203,NH,66721.0,554855.0,1076.0,1281021.0,1042.0
370,20210203,NJ,705807.0,8898177.0,21693.0,9603984.0,60984.0
371,20210203,NM,175652.0,2200862.0,3338.0,2376514.0,12247.0
375,20210203,OK,394283.0,2838989.0,3654.0,3233272.0,22167.0
379,20210203,RI,116704.0,631100.0,2198.0,2568323.0,8369.0
380,20210203,SC,450794.0,3849892.0,7394.0,4300686.0,18324.0
381,20210203,SD,108639.0,295728.0,1782.0,404367.0,6321.0
382,20210203,TN,733216.0,5739114.0,10033.0,6472330.0,17362.0
384,20210203,UT,350000.0,1446197.0,1697.0,2635985.0,13648.0
389,20210203,WI,595756.0,2517446.0,6496.0,6236725.0,24554.0
391,20210203,WY,52288.0,172168.0,624.0,656543.0,1293.0
393,20210202,AL,462938.0,1769438.0,7894.0,2133836.0,42328.0
394,20210202,AR,298004.0,2208897.0,4939.0,2446230.0,13730.0
396,20210202,AZ,765083.0,2760412.0,13362.0,6754669.0,53149.0
398,20210202,CO,397998.0,2031907.0,5650.0,5482105.0,21996.0
399,20210202,CT,256522.0,5613073.0,7133.0,5869595.0,12257.0
402,20210202,FL,1705632.0,8512227.0,27269.0,19326910.0,73961.0
407,20210202,ID,163165.0,472379.0,1735.0,605237.0,6702.0
409,20210202,IN,629903.0,2338688.0,10054.0,7067175.0,40570.0
410,20210202,KS,276668.0,900949.0,3809.0,1177617.0,8489.0
413,20210202,MA,528662.0,4111673.0,14652.0,13782465.0,18008.0
414,20210202,MD,356541.0,2851690.0,7188.0,7052264.0,32291.0
415,20210202,ME,39960.0,1372287.0,618.0,1412247.0,1403.0
417,20210202,MN,463132.0,2828288.0,6210.0,6264836.0,24447.0
419,20210202,MP,133.0,17429.0,2.0,17562.0,4.0
420,20210202,MS,276531.0,1327630.0,6132.0,1604161.0,8777.0
421,20210202,MT,94384.0,868068.0,1249.0,962452.0,4273.0
423,20210202,ND,97798.0,296832.0,1447.0,1348204.0,3789.0
424,20210202,NE,191437.0,734279.0,1929.0,2110148.0,5832.0
425,20210202,NH,66384.0,552619.0,1066.0,1267372.0,1036.0
426,20210202,NJ,703496.0,8867312.0,21584.0,9570808.0,60822.0
427,20210202,NM,174982.0,2190912.0,3310.0,2365894.0,12185.0
431,20210202,OK,392164.0,2822470.0,3602.0,3214634.0,21996.0
435,20210202,RI,116191.0,629454.0,2186.0,2553744.0,8331.0
436,20210202,SC,447904.0,3836433.0,7318.0,4284337.0,18146.0
437,20210202,SD,108431.0,294976.0,1779.0,403407.0,6304.0
438,20210202,TN,731360.0,5727458.0,9900.0,6458818.0,17276.0
440,20210202,UT,348409.0,1441430.0,1685.0,2623440.0,13576.0
445,20210202,WI,594217.0,2512757.0,6480.0,6204596.0,24460.0
447,20210202,WY,52128.0,171825.0,624.0,647149.0,1289.0
449,20210201,AL,460860.0,1781197.0,7688.0,2144425.0,41859.0
450,20210201,AR,296494.0,2201961.0,4895.0,2438501.0,13651.0
452,20210201,AZ,762145.0,2753536.0,13124.0,6726250.0,52986.0
454,20210201,CO,397063.0,2028478.0,5641.0,5467870.0,21844.0
455,20210201,CT,253954.0,5556519.0,7119.0,5810473.0,12257.0
458,20210201,FL,1695300.0,8480485.0,27129.0,19217006.0,73551.0
463,20210201,ID,162683.0,470637.0,1725.0,603115.0,6674.0
465,20210201,IN,628391.0,2335190.0,9989.0,7039744.0,40437.0
466,20210201,KS,276668.0,900949.0,3809.0,1177617.0,8489.0
469,20210201,MA,526423.0,4103409.0,14607.0,13721200.0,18008.0
470,20210201,MD,355636.0,2848563.0,7154.0,7038562.0,32181.0
471,20210201,ME,39543.0,1368493.0,595.0,1408036.0,1394.0
473,20210201,MN,462528.0,2828505.0,6202.0,6255856.0,24352.0
475,20210201,MP,132.0,17429.0,2.0,17561.0,4.0
476,20210201,MS,275706.0,1327630.0,6056.0,1603336.0,8777.0
477,20210201,MT,94070.0,864908.0,1234.0,958978.0,4248.0
479,20210201,ND,97683.0,296487.0,1447.0,1346554.0,3782.0
480,20210201,NE,190950.0,733348.0,1920.0,2102977.0,5815.0
481,20210201,NH,66058.0,552619.0,1059.0,1267372.0,1036.0
482,20210201,NJ,700346.0,8867312.0,21513.0,9567658.0,60621.0
483,20210201,NM,174550.0,2180350.0,3295.0,2354900.0,12119.0
487,20210201,OK,390868.0,2795341.0,3564.0,3186209.0,21957.0
491,20210201,RI,115956.0,628794.0,2173.0,2545504.0,8296.0
492,20210201,SC,445916.0,3812877.0,7283.0,4258793.0,18113.0
493,20210201,SD,108315.0,294568.0,1778.0,402883.0,6294.0
494,20210201,TN,729187.0,5718671.0,9753.0,6447858.0,17172.0
496,20210201,UT,347208.0,1438206.0,1668.0,2613818.0,13515.0
501,20210201,WI,592921.0,2510670.0,6436.0,6160773.0,24337.0
503,20210201,WY,52057.0,173379.0,596.0,651791.0,1289.0
505,20210131,AL,459639.0,1778386.0,7688.0,2140705.0,41859.0
506,20210131,AR,295268.0,2195870.0,4868.0,2431538.0,13610.0
508,20210131,AZ,758404.0,2747043.0,13120.0,6698752.0,52764.0
510,20210131,CO,396179.0,2011742.0,5637.0,5452050.0,21833.0
511,20210131,CT,250023.0,5458269.0,7046.0,5708292.0,12257.0
514,20210131,FL,1689700.0,8461464.0,26915.0,19157510.0,73384.0
519,20210131,ID,162683.0,470637.0,1725.0,603115.0,6674.0
521,20210131,IN,626682.0,2331185.0,9974.0,7014523.0,40348.0
522,20210131,KS,274685.0,894038.0,3779.0,1168723.0,8417.0
525,20210131,MA,524025.0,4092188.0,14577.0,13632898.0,18008.0
526,20210131,MD,354473.0,2841114.0,7127.0,7013154.0,32055.0
527,20210131,ME,39324.0,1337273.0,590.0,1376597.0,1390.0
529,20210131,MN,461807.0,2822522.0,6200.0,6236640.0,24308.0
531,20210131,MP,132.0,17429.0,2.0,17561.0,4.0
532,20210131,MS,275001.0,1294488.0,6045.0,1569489.0,8647.0
533,20210131,MT,93949.0,862539.0,1233.0,956488.0,4245.0
535,20210131,ND,97630.0,296456.0,1442.0,1345999.0,3780.0
536,20210131,NE,190713.0,732719.0,1920.0,2100123.0,5804.0
537,20210131,NH,65695.0,551827.0,1057.0,1262157.0,1037.0
538,20210131,NJ,696829.0,8711145.0,21484.0,9407974.0,60544.0
539,20210131,NM,174064.0,2169391.0,3283.0,2343455.0,12075.0
543,20210131,OK,389472.0,2795341.0,3547.0,3184813.0,21921.0
547,20210131,RI,115707.0,627819.0,2168.0,2538794.0,8179.0
548,20210131,SC,443386.0,3784139.0,7042.0,4227525.0,18090.0
549,20210131,SD,108250.0,294363.0,1778.0,402613.0,6290.0
550,20210131,TN,727861.0,5709979.0,9650.0,6437840.0,17120.0
552,20210131,UT,346624.0,1435468.0,1665.0,2607358.0,13468.0
557,20210131,WI,592140.0,2507600.0,6434.0,6177575.0,24298.0
559,20210131,WY,51912.0,172457.0,596.0,634985.0,1284.0
561,20210130,AL,455582.0,1767953.0,7566.0,2127308.0,41859.0
562,20210130,AR,294387.0,2185289.0,4838.0,2420194.0,13599.0
564,20210130,AZ,753379.0,2734463.0,13098.0,6643932.0,52006.0
566,20210130,CO,395016.0,2011742.0,5616.0,5426059.0,21812.0
567,20210130,CT,250023.0,5458269.0,7046.0,5708292.0,12257.0
570,20210130,FL,1682096.0,8422340.0,26795.0,19027767.0,73220.0
575,20210130,ID,162355.0,469429.0,1725.0,601646.0,6659.0
577,20210130,IN,624959.0,2324486.0,9967.0,6976408.0,40266.0
578,20210130,KS,274685.0,894038.0,3779.0,1168723.0,8417.0
581,20210130,MA,521360.0,4080300.0,14531.0,13538980.0,18008.0
582,20210130,MD,352726.0,2831813.0,7107.0,6966924.0,31888.0
583,20210130,ME,39168.0,1337273.0,590.0,1376441.0,1386.0
585,20210130,MN,460819.0,2812091.0,6187.0,6210344.0,24269.0
587,20210130,MP,132.0,17429.0,2.0,17561.0,4.0
588,20210130,MS,274190.0,1294488.0,6018.0,1568678.0,8647.0
589,20210130,MT,93762.0,859198.0,1232.0,952960.0,4246.0
591,20210130,ND,97562.0,296230.0,1442.0,1344399.0,3778.0
592,20210130,NE,190570.0,732381.0,1920.0,2090962.0,5796.0
593,20210130,NH,65362.0,550749.0,1042.0,1254902.0,1033.0
594,20210130,NJ,692543.0,8711145.0,21455.0,9403688.0,60471.0
595,20210130,NM,173539.0,2154795.0,3265.0,2328334.0,12047.0
599,20210130,OK,386590.0,2795341.0,3504.0,3181931.0,21768.0
603,20210130,RI,115138.0,625524.0,2164.0,2522026.0,8179.0
604,20210130,SC,439785.0,3748476.0,7014.0,4188261.0,17988.0
605,20210130,SD,108070.0,293547.0,1775.0,401617.0,6286.0
606,20210130,TN,724742.0,5679980.0,9574.0,6404722.0,17092.0
608,20210130,UT,345430.0,1431515.0,1663.0,2598403.0,13427.0
613,20210130,WI,590997.0,2503387.0,6430.0,6154838.0,24243.0
615,20210130,WY,51704.0,172457.0,596.0,634985.0,1279.0
617,20210129,AL,455582.0,1767953.0,7566.0,2127308.0,41483.0
618,20210129,AR,292563.0,2174144.0,4831.0,2407700.0,13552.0
620,20210129,AZ,748260.0,2722293.0,13022.0,6589141.0,51571.0
622,20210129,CO,393421.0,2011742.0,5594.0,5393734.0,21744.0
623,20210129,CT,250023.0,5458269.0,7046.0,5708292.0,12257.0
626,20210129,FL,1667442.0,8359229.0,26685.0,18819999.0,72944.0
631,20210129,ID,161720.0,467954.0,1721.0,599636.0,6629.0
633,20210129,IN,622625.0,2317608.0,9925.0,6929205.0,40150.0
634,20210129,KS,274685.0,894038.0,3779.0,1168723.0,8417.0
637,20210129,MA,517252.0,4063855.0,14444.0,13395638.0,18008.0
638,20210129,MD,350629.0,2821179.0,7076.0,6918308.0,31759.0
639,20210129,ME,38813.0,1337273.0,570.0,1376086.0,1381.0
641,20210129,MN,459747.0,2803986.0,6168.0,6181070.0,24200.0
643,20210129,MP,132.0,17429.0,2.0,17561.0,4.0
644,20210129,MS,272662.0,1294488.0,5983.0,1567150.0,8647.0
645,20210129,MT,93246.0,851257.0,1227.0,944503.0,4217.0
647,20210129,ND,97458.0,295867.0,1442.0,1341601.0,3775.0
648,20210129,NE,189597.0,729311.0,1921.0,2075362.0,5775.0
649,20210129,NH,64838.0,548683.0,1036.0,1243827.0,1029.0
650,20210129,NJ,687269.0,8711145.0,21383.0,9398414.0,60326.0
651,20210129,NM,172798.0,2134076.0,3248.0,2306874.0,11989.0
655,20210129,OK,384217.0,2772970.0,3471.0,3157187.0,21620.0
659,20210129,RI,114438.0,623452.0,2154.0,2497271.0,8179.0
660,20210129,SC,435633.0,3712145.0,6942.0,4147778.0,17888.0
661,20210129,SD,107955.0,292869.0,1768.0,400824.0,6272.0
662,20210129,TN,722491.0,5636674.0,9461.0,6359165.0,16938.0
664,20210129,UT,343962.0,1426873.0,1655.0,2586391.0,13353.0
669,20210129,WI,589384.0,2498517.0,6390.0,6124411.0,24154.0
671,20210129,WY,51690.0,172457.0,596.0,634985.0,1279.0
673,20210128,AL,452734.0,1759171.0,7340.0,2116642.0,41483.0
674,20210128,AR,290856.0,2161833.0,4784.0,2394171.0,13505.0
676,20210128,AZ,743232.0,2712847.0,12819.0,6549568.0,51349.0
678,20210128,CO,391699.0,2003272.0,5569.0,5342864.0,21713.0
679,20210128,CT,248765.0,5424845.0,7020.0,5673610.0,12257.0
682,20210128,FL,1656697.0,8348124.0,26456.0,18765200.0,72603.0
687,20210128,ID,161212.0,466155.0,1714.0,597513.0,6604.0
689,20210128,IN,619995.0,2310358.0,9879.0,6884491.0,40018.0
690,20210128,KS,272517.0,887259.0,3718.0,1159776.0,8268.0
693,20210128,MA,514134.0,4052150.0,14348.0,13309441.0,18008.0
694,20210128,MD,348749.0,2810526.0,7037.0,6865525.0,31614.0
695,20210128,ME,38454.0,1324669.0,567.0,1363123.0,1375.0
697,20210128,MN,458633.0,2794018.0,6140.0,6138854.0,24126.0
699,20210128,MP,132.0,17429.0,2.0,17561.0,4.0
700,20210128,MS,270476.0,1294488.0,5945.0,1564964.0,8647.0
701,20210128,MT,92934.0,846033.0,1210.0,938967.0,4203.0
703,20210128,ND,97305.0,295310.0,1442.0,1337275.0,3766.0
704,20210128,NE,188784.0,727526.0,1917.0,2064234.0,5756.0
705,20210128,NH,64258.0,546487.0,1022.0,1234754.0,1021.0
706,20210128,NJ,681283.0,8659748.0,21301.0,9341031.0,60125.0
707,20210128,NM,171719.0,2114216.0,3226.0,2285935.0,11906.0
711,20210128,OK,381430.0,2750480.0,3423.0,3131910.0,21478.0
715,20210128,RI,113754.0,620559.0,2144.0,2474030.0,8131.0
716,20210128,SC,431169.0,3668025.0,6903.0,4099194.0,17739.0
717,20210128,SD,107795.0,292275.0,1763.0,400070.0,6264.0
718,20210128,TN,717583.0,5636674.0,9417.0,6354257.0,16938.0
720,20210128,UT,342445.0,1421987.0,1620.0,2573911.0,13279.0
725,20210128,WI,587580.0,2493144.0,6334.0,6092912.0,24063.0
727,20210128,WY,51430.0,172077.0,596.0,625382.0,1272.0
729,20210127,AL,449086.0,1751068.0,7172.0,2106035.0,41483.0
730,20210127,AR,288964.0,2149071.0,4742.0,2379938.0,13447.0
732,20210127,AZ,738561.0,2702143.0,12643.0,6504407.0,51037.0
734,20210127,CO,390258.0,1997031.0,5552.0,5310316.0,21610.0
735,20210127,CT,247339.0,5385967.0,6976.0,5633306.0,12257.0
738,20210127,FL,1645507.0,8311858.0,26249.0,18631782.0,72215.0
743,20210127,ID,160592.0,464279.0,1688.0,595187.0,6560.0
745,20210127,IN,617176.0,2302951.0,9845.0,6830296.0,39894.0
746,20210127,KS,272517.0,887259.0,3718.0,1159776.0,8268.0
749,20210127,MA,509503.0,4036752.0,14304.0,13192478.0,18008.0
750,20210127,MD,346559.0,2801971.0,6996.0,6819049.0,31468.0
751,20210127,ME,38170.0,1313291.0,562.0,1351461.0,1366.0
753,20210127,MN,457317.0,2782547.0,6124.0,6096425.0,24073.0
755,20210127,MP,132.0,17429.0,2.0,17561.0,4.0
756,20210127,MS,268672.0,1294488.0,5917.0,1563160.0,8647.0
